계정항목,코스피(외국인순매수),코스닥(외국인순매수),코스피(거래대금),코스닥(거래대금)
2001/01/02,,,1.2233E+12,
2001/01/03,,,1.5834E+12,
2001/01/04,,,2.9848E+12,
2001/01/05,,,3.5696E+12,
2001/01/08,,,2.9481E+12,
2001/01/09,,,2.834E+12,
2001/01/10,,,3.285E+12,
2001/01/11,,,2.7217E+12,
2001/01/12,,,3.9801E+12,
2001/01/15,,,3.4078E+12,
2001/01/16,,,3.3524E+12,
2001/01/17,,,3.0786E+12,
2001/01/18,,,3.0213E+12,
2001/01/19,,,3.0026E+12,
2001/01/22,,,2.5134E+12,
2001/01/26,,,2.6032E+12,
2001/01/29,,,2.3975E+12,
2001/01/30,,,2.4182E+12,
2001/01/31,,,2.5855E+12,
2001/02/01,,,2.2114E+12,
2001/02/02,,,1.7948E+12,
2001/02/05,,,1.897E+12,
2001/02/06,,,1.6082E+12,
2001/02/07,,,1.4699E+12,
2001/02/08,,,1.7266E+12,
2001/02/09,,,2.03E+12,
2001/02/12,,,1.8959E+12,
2001/02/13,,,1.9904E+12,
2001/02/14,,,2.1519E+12,
2001/02/15,,,2.0205E+12,
2001/02/16,,,1.853E+12,
2001/02/19,,,1.6095E+12,
2001/02/20,,,2.7223E+12,
2001/02/21,,,2.4307E+12,
2001/02/22,,,2.3007E+12,
2001/02/23,,,2.1152E+12,
2001/02/26,,,1.8036E+12,
2001/02/27,,,2.1486E+12,
2001/02/28,,,1.5823E+12,
2001/03/02,,,1.903E+12,
2001/03/05,,,1.5685E+12,
2001/03/06,,,2.2222E+12,
2001/03/07,,,1.8387E+12,
2001/03/08,,,1.51E+12,
2001/03/09,,,1.4208E+12,
2001/03/12,,,1.5568E+12,
2001/03/13,,,1.6292E+12,
2001/03/14,,,1.7845E+12,
2001/03/15,,,1.6711E+12,
2001/03/16,,,1.4092E+12,
2001/03/19,,,1.188E+12,
2001/03/20,,,1.2298E+12,
2001/03/21,,,1.3579E+12,
2001/03/22,,,1.5913E+12,
2001/03/23,,,1.9204E+12,
2001/03/26,,,1.8453E+12,
2001/03/27,,,1.722E+12,
2001/03/28,,,1.5089E+12,
2001/03/29,,,1.5233E+12,
2001/03/30,,,1.5045E+12,
2001/04/02,,,1.1053E+12,
2001/04/03,,,1.426E+12,
2001/04/04,,,1.4573E+12,
2001/04/06,,,1.761E+12,
2001/04/09,,,9.445E+11,
2001/04/10,,,1.1556E+12,
2001/04/11,,,1.6788E+12,
2001/04/12,,,1.7386E+12,
2001/04/13,,,1.2631E+12,
2001/04/16,,,9.177E+11,
2001/04/17,,,1.2752E+12,
2001/04/18,,,2.0796E+12,
2001/04/19,,,3.5454E+12,
2001/04/20,,,2.2593E+12,
2001/04/23,,,1.8266E+12,
2001/04/24,,,1.5625E+12,
2001/04/25,,,1.8278E+12,
2001/04/26,,,1.5374E+12,
2001/04/27,,,1.2466E+12,
2001/04/30,,,2.0492E+12,
2001/05/02,,,2.357E+12,
2001/05/03,,,1.8124E+12,
2001/05/04,,,1.6758E+12,
2001/05/07,,,2.1111E+12,
2001/05/08,,,2.1069E+12,
2001/05/09,,,2.0849E+12,
2001/05/10,,,1.8137E+12,
2001/05/11,,,1.6383E+12,
2001/05/14,,,1.7652E+12,
2001/05/15,,,1.9477E+12,
2001/05/16,,,1.9309E+12,
2001/05/17,,,2.1571E+12,
2001/05/18,,,2.5425E+12,
2001/05/21,,,3.1574E+12,
2001/05/22,,,3.2875E+12,
2001/05/23,,,2.4518E+12,
2001/05/24,,,2.6185E+12,
2001/05/25,,,2.8655E+12,
2001/05/28,,,1.8516E+12,
2001/05/29,,,2.4605E+12,
2001/05/30,,,2.2995E+12,
2001/05/31,,,2.2946E+12,
2001/06/01,,,1.8933E+12,
2001/06/04,,,1.5915E+12,
2001/06/05,,,1.8059E+12,
2001/06/07,,,1.7222E+12,
2001/06/08,,,2.3219E+12,
2001/06/11,,,1.7114E+12,
2001/06/12,,,1.5793E+12,
2001/06/13,,,1.8828E+12,
2001/06/14,,,2.1381E+12,
2001/06/15,,,1.9842E+12,
2001/06/18,,,2.0434E+12,
2001/06/19,,,2.1067E+12,
2001/06/20,,,2.0548E+12,
2001/06/21,,,1.9069E+12,
2001/06/22,,,1.9507E+12,
2001/06/25,,,1.55E+12,
2001/06/26,,,1.6181E+12,
2001/06/27,,,1.6472E+12,
2001/06/28,,,1.4486E+12,
2001/06/29,,,1.3988E+12,
2001/07/02,,,1.1854E+12,
2001/07/03,,,1.1609E+12,
2001/07/04,,,1.173E+12,
2001/07/05,,,1.0585E+12,
2001/07/06,,,1.1436E+12,
2001/07/09,,,1.4299E+12,
2001/07/10,,,1.0798E+12,
2001/07/11,,,1.1371E+12,
2001/07/12,,,1.459E+12,
2001/07/13,,,1.3809E+12,
2001/07/16,,,9.616E+11,
2001/07/18,,,1.1814E+12,
2001/07/19,,,1.1652E+12,
2001/07/20,,,1.137E+12,
2001/07/23,,,9.956E+11,
2001/07/24,,,1.4907E+12,
2001/07/25,,,1.1732E+12,
2001/07/26,,,1.0952E+12,
2001/07/27,,,1.3223E+12,
2001/07/30,,,9.396E+11,
2001/07/31,,,9.164E+11,
2001/08/01,,,1.9158E+12,
2001/08/02,,,1.9504E+12,
2001/08/03,,,1.2266E+12,
2001/08/06,,,1.2563E+12,
2001/08/07,,,1.3502E+12,
2001/08/08,,,1.2027E+12,
2001/08/09,,,1.2139E+12,
2001/08/10,,,9.896E+11,
2001/08/13,,,1.1593E+12,
2001/08/14,,,2.0329E+12,
2001/08/16,,,2.1196E+12,
2001/08/17,,,1.8041E+12,
2001/08/20,,,1.3971E+12,
2001/08/21,,,1.4327E+12,
2001/08/22,,,1.9616E+12,
2001/08/23,,,1.6556E+12,
2001/08/24,,,1.434E+12,
2001/08/27,,,1.8177E+12,
2001/08/28,,,1.3736E+12,
2001/08/29,,,1.4945E+12,
2001/08/30,,,1.5009E+12,
2001/08/31,,,1.7892E+12,
2001/09/03,,,1.0965E+12,
2001/09/04,,,1.3421E+12,
2001/09/05,,,1.7173E+12,
2001/09/06,,,1.6176E+12,
2001/09/07,,,1.5661E+12,
2001/09/10,,,1.5793E+12,
2001/09/11,,,1.6406E+12,
2001/09/12,,,1.6592E+12,
2001/09/13,,,2.7297E+12,
2001/09/14,,,2.4225E+12,
2001/09/17,,,1.7059E+12,
2001/09/18,,,1.9773E+12,
2001/09/19,,,1.9534E+12,
2001/09/20,,,1.7884E+12,
2001/09/21,,,1.9415E+12,
2001/09/24,,,1.6138E+12,
2001/09/25,,,1.9565E+12,
2001/09/26,,,1.3226E+12,
2001/09/27,,,1.3222E+12,
2001/09/28,,,1.5265E+12,
2001/10/04,,,1.9611E+12,
2001/10/05,,,1.9093E+12,
2001/10/08,,,1.5666E+12,
2001/10/09,,,1.8105E+12,
2001/10/10,,,1.3233E+12,
2001/10/11,,,2.0001E+12,
2001/10/12,,,1.8754E+12,
2001/10/15,,,1.2246E+12,
2001/10/16,,,1.533E+12,
2001/10/17,,,1.7605E+12,
2001/10/18,,,1.4856E+12,
2001/10/19,,,1.6382E+12,
2001/10/22,,,1.1542E+12,
2001/10/23,,,1.5082E+12,
2001/10/24,,,1.7694E+12,
2001/10/25,,,1.7397E+12,
2001/10/26,,,1.3767E+12,
2001/10/29,,,1.1687E+12,
2001/10/30,,,1.1051E+12,
2001/10/31,,,1.266E+12,
2001/11/01,,,1.2682E+12,
2001/11/02,,,2.786E+12,
2001/11/05,,,1.3235E+12,
2001/11/06,,,1.8188E+12,
2001/11/07,,,1.4806E+12,
2001/11/08,,,1.9137E+12,
2001/11/09,,,2.6468E+12,
2001/11/12,,,2.3073E+12,
2001/11/13,,,2.6267E+12,
2001/11/14,,,3.5513E+12,
2001/11/15,,,2.9803E+12,
2001/11/16,,,2.6353E+12,
2001/11/19,,,3.3924E+12,
2001/11/20,,,3.4287E+12,
2001/11/21,,,2.4797E+12,
2001/11/22,,,2.5734E+12,
2001/11/23,,,3.542E+12,
2001/11/26,,,4.5209E+12,
2001/11/27,,,4.3238E+12,
2001/11/28,,,3.3723E+12,
2001/11/29,,,3.33E+12,
2001/11/30,,,3.6282E+12,
2001/12/03,,,3.5496E+12,
2001/12/04,,,3.8143E+12,
2001/12/05,,,4.7554E+12,
2001/12/06,,,5.7697E+12,
2001/12/07,,,3.9092E+12,
2001/12/10,,,3.5374E+12,
2001/12/11,,,2.8669E+12,
2001/12/12,,,2.94E+12,
2001/12/13,,,3.7205E+12,
2001/12/14,,,2.8586E+12,
2001/12/17,,,2.6534E+12,
2001/12/18,,,2.9822E+12,
2001/12/19,,,2.5965E+12,
2001/12/20,,,2.4779E+12,
2001/12/21,,,2.1701E+12,
2001/12/24,,,1.7913E+12,
2001/12/26,,,2.3458E+12,
2001/12/27,,,2.6124E+12,
2001/12/28,,,2.7061E+12,
2001/12/31,,,,
2002/01/02,,,5.2135E+12,
2002/01/03,,,4.0302E+12,
2002/01/04,,,3.9277E+12,
2002/01/07,,,4.5258E+12,
2002/01/08,,,4.2825E+12,
2002/01/09,,,4.9423E+12,
2002/01/10,,,5.784E+12,
2002/01/11,,,4.1278E+12,
2002/01/14,,,3.7817E+12,
2002/01/15,,,4.2496E+12,
2002/01/16,,,3.1356E+12,
2002/01/17,,,3.7763E+12,
2002/01/18,,,3.2629E+12,
2002/01/21,,,2.7022E+12,
2002/01/22,,,3.5514E+12,
2002/01/23,,,3.4411E+12,
2002/01/24,,,4.6206E+12,
2002/01/25,,,5.1903E+12,
2002/01/28,,,4.1978E+12,
2002/01/29,,,3.8467E+12,
2002/01/30,,,3.7282E+12,
2002/01/31,,,3.9523E+12,
2002/02/01,,,3.5137E+12,
2002/02/04,,,2.5929E+12,
2002/02/05,,,3.0647E+12,
2002/02/06,,,3.0961E+12,
2002/02/07,,,2.9112E+12,
2002/02/08,,,2.7275E+12,
2002/02/14,,,4.8299E+12,
2002/02/15,,,4.1777E+12,
2002/02/18,,,4.0699E+12,
2002/02/19,,,3.7568E+12,
2002/02/20,,,3.1946E+12,
2002/02/21,,,3.6579E+12,
2002/02/22,,,3.3961E+12,
2002/02/25,,,2.7016E+12,
2002/02/26,,,3.5958E+12,
2002/02/27,,,4.2862E+12,
2002/02/28,,,4.2891E+12,
2002/03/04,,,4.7402E+12,
2002/03/05,,,4.5839E+12,
2002/03/06,,,4.3562E+12,
2002/03/07,,,4.0002E+12,
2002/03/08,,,3.6308E+12,
2002/03/11,,,3.1543E+12,
2002/03/12,,,4.0724E+12,
2002/03/13,,,3.8778E+12,
2002/03/14,,,4.8676E+12,
2002/03/15,,,5.3826E+12,
2002/03/18,,,5.1059E+12,
2002/03/19,,,5.4403E+12,
2002/03/20,,,5.4368E+12,
2002/03/21,,,4.2921E+12,
2002/03/22,,,4.7592E+12,
2002/03/25,,,4.2819E+12,
2002/03/26,,,3.7397E+12,
2002/03/27,,,4.3933E+12,
2002/03/28,,,4.1237E+12,
2002/03/29,,,3.0971E+12,
2002/04/01,,,3.9631E+12,
2002/04/02,,,4.0894E+12,
2002/04/03,,,4.7106E+12,
2002/04/04,,,4.0793E+12,
2002/04/08,,,4.4121E+12,
2002/04/09,,,3.5009E+12,
2002/04/10,,,3.3998E+12,
2002/04/11,,,4.3761E+12,
2002/04/12,,,3.7381E+12,
2002/04/15,,,3.4947E+12,
2002/04/16,,,3.3951E+12,
2002/04/17,,,5.0204E+12,
2002/04/18,,,4.4854E+12,
2002/04/19,,,4.8298E+12,
2002/04/22,,,5.2484E+12,
2002/04/23,,,4.4576E+12,
2002/04/24,,,3.8021E+12,
2002/04/25,,,3.8737E+12,
2002/04/26,,,3.434E+12,
2002/04/29,,,3.1335E+12,
2002/04/30,,,3.3711E+12,
2002/05/02,,,3.6637E+12,
2002/05/03,,,3.386E+12,
2002/05/06,,,2.4743E+12,
2002/05/07,,,2.9852E+12,
2002/05/08,,,3.1798E+12,
2002/05/09,,,4.1726E+12,
2002/05/10,,,3.0261E+12,
2002/05/13,,,2.6546E+12,
2002/05/14,,,3.5208E+12,
2002/05/15,,,3.7419E+12,
2002/05/16,,,2.8323E+12,
2002/05/17,,,3.5804E+12,
2002/05/20,,,2.8235E+12,
2002/05/21,,,3.0895E+12,
2002/05/22,,,3.1412E+12,
2002/05/23,,,3.4168E+12,
2002/05/24,,,4.3189E+12,
2002/05/27,,,2.6436E+12,
2002/05/28,,,2.8282E+12,
2002/05/29,,,3.2152E+12,
2002/05/30,,,2.6274E+12,
2002/05/31,,,2.6595E+12,
2002/06/03,,,2.5161E+12,
2002/06/04,,,2.2676E+12,
2002/06/05,,,2.4575E+12,
2002/06/07,,,2.3471E+12,
2002/06/10,,,2.1189E+12,
2002/06/11,,,2.2151E+12,
2002/06/12,,,2.6098E+12,
2002/06/14,,,2.1833E+12,
2002/06/17,,,1.8075E+12,
2002/06/18,,,2.2056E+12,
2002/06/19,,,3.0093E+12,
2002/06/20,,,2.4197E+12,
2002/06/21,,,2.3707E+12,
2002/06/24,,,2.6372E+12,
2002/06/25,,,2.3725E+12,
2002/06/26,,,2.8756E+12,
2002/06/27,,,2.5188E+12,
2002/06/28,,,2.6915E+12,
2002/07/02,,,2.3768E+12,
2002/07/03,,,2.3345E+12,
2002/07/04,,,2.6755E+12,
2002/07/05,,,3.4024E+12,
2002/07/08,,,3.4093E+12,
2002/07/09,,,3.1235E+12,
2002/07/10,,,2.8065E+12,
2002/07/11,,,3.2395E+12,
2002/07/12,,,3.5213E+12,
2002/07/15,,,3.6392E+12,
2002/07/16,,,3.6951E+12,
2002/07/18,,,3.2537E+12,
2002/07/19,,,3.7145E+12,
2002/07/22,,,2.9245E+12,
2002/07/23,,,3.648E+12,
2002/07/24,,,3.2756E+12,
2002/07/25,,,3.3034E+12,
2002/07/26,,,2.7705E+12,
2002/07/29,,,2.6425E+12,
2002/07/30,,,3.15E+12,
2002/07/31,,,2.997E+12,
2002/08/01,,,2.2093E+12,
2002/08/02,,,2.5082E+12,
2002/08/05,,,2.6144E+12,
2002/08/06,,,2.9765E+12,
2002/08/07,,,2.3102E+12,
2002/08/08,,,2.4575E+12,
2002/08/09,,,2.6227E+12,
2002/08/12,,,1.9965E+12,
2002/08/13,,,1.9385E+12,
2002/08/14,,,2.1543E+12,
2002/08/16,,,2.5403E+12,
2002/08/19,,,2.3606E+12,
2002/08/20,,,3.3311E+12,
2002/08/21,,,3.2185E+12,
2002/08/22,,,3.1693E+12,
2002/08/23,,,2.352E+12,
2002/08/26,,,1.8377E+12,
2002/08/27,,,2.0557E+12,
2002/08/28,,,2.0211E+12,
2002/08/29,,,1.9989E+12,
2002/08/30,,,2.4913E+12,
2002/09/02,,,2.6612E+12,
2002/09/03,,,2.4414E+12,
2002/09/04,,,2.2397E+12,
2002/09/05,,,2.0268E+12,
2002/09/06,,,2.3385E+12,
2002/09/09,,,2.1577E+12,
2002/09/10,,,2.0646E+12,
2002/09/11,,,1.9695E+12,
2002/09/12,,,2.5012E+12,
2002/09/13,,,2.2187E+12,
2002/09/16,,,2.0538E+12,
2002/09/17,,,2.4468E+12,
2002/09/18,,,2.133E+12,
2002/09/19,,,1.7067E+12,
2002/09/23,,,1.9301E+12,
2002/09/24,,,2.0776E+12,
2002/09/25,,,2.0235E+12,
2002/09/26,,,2.1034E+12,
2002/09/27,,,1.9939E+12,
2002/09/30,,,1.6183E+12,
2002/10/01,,,1.6654E+12,
2002/10/02,,,1.8454E+12,
2002/10/04,,,1.6896E+12,
2002/10/07,,,1.5249E+12,
2002/10/08,,,1.8051E+12,
2002/10/09,,,1.8034E+12,
2002/10/10,,,2.4232E+12,
2002/10/11,,,2.1658E+12,
2002/10/14,,,1.937E+12,
2002/10/15,,,2.3891E+12,
2002/10/16,,,2.9229E+12,
2002/10/17,,,3.0509E+12,
2002/10/18,,,3.7018E+12,
2002/10/21,,,2.7139E+12,
2002/10/22,,,2.6717E+12,
2002/10/23,,,3.3274E+12,
2002/10/24,,,3.2845E+12,
2002/10/25,,,2.2627E+12,
2002/10/28,,,3.141E+12,
2002/10/29,,,3.1517E+12,
2002/10/30,,,2.6863E+12,
2002/10/31,,,2.2284E+12,
2002/11/01,,,1.8101E+12,
2002/11/04,,,3.1104E+12,
2002/11/05,,,2.6765E+12,
2002/11/06,,,2.7814E+12,
2002/11/07,,,2.6536E+12,
2002/11/08,,,2.0323E+12,
2002/11/11,,,1.833E+12,
2002/11/12,,,1.913E+12,
2002/11/13,,,1.93E+12,
2002/11/14,,,1.9521E+12,
2002/11/15,,,2.7259E+12,
2002/11/18,,,1.6981E+12,
2002/11/19,,,2.0079E+12,
2002/11/20,,,2.3898E+12,
2002/11/21,,,2.9385E+12,
2002/11/22,,,2.7624E+12,
2002/11/25,,,2.8257E+12,
2002/11/26,,,3.0609E+12,
2002/11/27,,,2.4456E+12,
2002/11/28,,,3.34E+12,
2002/11/29,,,2.5875E+12,
2002/12/02,,,2.1864E+12,
2002/12/03,,,2.8411E+12,
2002/12/04,,,2.4685E+12,
2002/12/05,,,2.2794E+12,
2002/12/06,,,1.9437E+12,
2002/12/09,,,2.085E+12,
2002/12/10,,,1.8991E+12,
2002/12/11,,,1.8527E+12,
2002/12/12,,,2.6555E+12,
2002/12/13,,,2.0663E+12,
2002/12/16,,,1.8883E+12,
2002/12/17,,,2.1606E+12,
2002/12/18,,,2.2376E+12,
2002/12/20,,,1.9268E+12,
2002/12/23,,,2.0648E+12,
2002/12/24,,,1.6646E+12,
2002/12/26,,,1.5704E+12,
2002/12/27,,,1.3686E+12,
2002/12/30,,,3.4312E+12,
2002/12/31,,,,
2003/01/02,-6000000000,-900000000,1.3532E+12,6.849E+11
2003/01/03,2.539E+11,20400000000,2.2705E+12,9.609E+11
2003/01/06,1.535E+11,5500000000,1.5986E+12,1.0024E+12
2003/01/07,1.331E+11,12900000000,1.87E+12,1.1829E+12
2003/01/08,12500000000,2500000000,1.4885E+12,1.113E+12
2003/01/09,-3.367E+11,-2400000000,2.2703E+12,1.1519E+12
2003/01/10,51800000000,1400000000,3.9803E+12,1.6491E+12
2003/01/13,-20500000000,-100000000,1.6895E+12,1.1356E+12
2003/01/14,82400000000,800000000,1.7085E+12,1.3582E+12
2003/01/15,1.233E+11,16300000000,1.8534E+12,1.1083E+12
2003/01/16,9000000000,13000000000,1.6436E+12,1.0169E+12
2003/01/17,41200000000,9500000000,1.575E+12,9.784E+11
2003/01/20,-35500000000,-7300000000,1.1679E+12,7.309E+11
2003/01/21,-5100000000,-8500000000,1.3552E+12,8.836E+11
2003/01/22,-7800000000,4700000000,1.4753E+12,8.571E+11
2003/01/23,-1.25E+11,-600000000,2.0068E+12,8.74E+11
2003/01/24,97600000000,3000000000,1.6678E+12,9.113E+11
2003/01/27,-40300000000,-9200000000,1.3499E+12,6.828E+11
2003/01/28,-13400000000,-6400000000,1.0909E+12,7.738E+11
2003/01/29,-28300000000,-87200000000,1.5308E+12,7.704E+11
2003/01/30,-21900000000,-2600000000,1.1991E+12,5.946E+11
2003/02/03,-48900000000,-4000000000,1.1504E+12,6.519E+11
2003/02/04,39100000000,-3300000000,1.5483E+12,7.345E+11
2003/02/05,-33700000000,-4200000000,1.2947E+12,6.91E+11
2003/02/06,-21400000000,2100000000,1.4729E+12,7.63E+11
2003/02/07,-1.368E+11,-7500000000,1.5173E+12,7.055E+11
2003/02/10,22100000000,-8100000000,1.3223E+12,6.667E+11
2003/02/11,-6000000000,4100000000,1.7357E+12,1.0156E+12
2003/02/12,25700000000,5800000000,1.2674E+12,7.847E+11
2003/02/13,-38900000000,2200000000,1.468E+12,7.814E+11
2003/02/14,-1.074E+11,6700000000,1.262E+12,8.005E+11
2003/02/17,14300000000,-24600000000,1.8692E+12,9.633E+11
2003/02/18,-5500000000,-9600000000,1.5443E+12,1.0246E+12
2003/02/19,98300000000,-1300000000,1.8292E+12,1.0281E+12
2003/02/20,-1.12E+11,-2500000000,1.6586E+12,8.782E+11
2003/02/21,90000000000,-6300000000,1.3468E+12,7.967E+11
2003/02/24,-1.085E+11,-7600000000,1.6539E+12,8.436E+11
2003/02/25,-1.465E+11,-3100000000,1.4943E+12,7.93E+11
2003/02/26,-76300000000,-3000000000,1.2789E+12,7E+11
2003/02/27,-39700000000,-6900000000,1.4008E+12,6.481E+11
2003/02/28,-54300000000,-16900000000,1.2207E+12,6.244E+11
2003/03/03,6900000000,-12600000000,1.4364E+12,5.697E+11
2003/03/04,-12100000000,-5300000000,1.1676E+12,5.578E+11
2003/03/05,-5200000000,-10700000000,1.5964E+12,5.868E+11
2003/03/06,-66300000000,-13700000000,1.4527E+12,5.231E+11
2003/03/07,-74700000000,-6900000000,1.4572E+12,5.958E+11
2003/03/10,10900000000,500000000,1.131E+12,4.948E+11
2003/03/11,-87300000000,6200000000,1.5791E+12,5.305E+11
2003/03/12,-85000000000,5500000000,2.1382E+12,6.576E+11
2003/03/13,-63900000000,-300000000,2.3267E+12,5.767E+11
2003/03/14,-9600000000,8300000000,2.3366E+12,6.744E+11
2003/03/17,-61900000000,-6500000000,1.7551E+12,5.456E+11
2003/03/18,-48200000000,-8900000000,2.1082E+12,7.068E+11
2003/03/19,22600000000,4100000000,1.9127E+12,7.954E+11
2003/03/20,30300000000,8200000000,2.9802E+12,1.0947E+12
2003/03/21,14700000000,-5800000000,2.3738E+12,9.933E+11
2003/03/24,20000000000,11300000000,2.3459E+12,9.312E+11
2003/03/25,2200000000,-7000000000,2.1606E+12,9.238E+11
2003/03/26,-63900000000,11400000000,2.1025E+12,9.638E+11
2003/03/27,3400000000,7800000000,1.5157E+12,7.39E+11
2003/03/28,-1.05E+11,15400000000,1.5768E+12,9.689E+11
2003/03/31,-1.445E+11,-1.008E+11,1.6373E+12,8.094E+11
2003/04/01,-1.908E+11,-7800000000,1.742E+12,7.186E+11
2003/04/02,-1.439E+11,200000000,2.1267E+12,9.207E+11
2003/04/03,-58600000000,6400000000,2.2109E+12,1.11E+12
2003/04/04,-75800000000,2200000000,2.3434E+12,9.643E+11
2003/04/07,17000000000,-8900000000,3.0439E+12,1.118E+12
2003/04/08,65600000000,1300000000,3.2135E+12,1.0599E+12
2003/04/09,-53900000000,-2000000000,2.509E+12,1.1501E+12
2003/04/10,-48200000000,-8400000000,2.6148E+12,9.859E+11
2003/04/11,-74200000000,6600000000,3.3541E+12,1.0121E+12
2003/04/14,-57300000000,0,2.5395E+12,1.0172E+12
2003/04/15,50400000000,8400000000,2.7146E+12,1.2914E+12
2003/04/16,1.427E+11,25900000000,3.7691E+12,1.4446E+12
2003/04/17,-26400000000,5200000000,2.8304E+12,1.2046E+12
2003/04/18,42600000000,-4900000000,3.0366E+12,1.4126E+12
2003/04/21,-28000000000,200000000,2.1761E+12,1.1893E+12
2003/04/22,-25200000000,-10800000000,2.3524E+12,1.1047E+12
2003/04/23,-85700000000,-1600000000,2.3074E+12,1.3472E+12
2003/04/24,-1.273E+11,-9500000000,1.984E+12,1.1894E+12
2003/04/25,-1.165E+11,-11800000000,2.3197E+12,1.2301E+12
2003/04/28,-1.421E+11,-10300000000,1.6756E+12,1.0745E+12
2003/04/29,42600000000,9500000000,2.1409E+12,1.4078E+12
2003/04/30,1.375E+11,6500000000,1.8711E+12,1.2646E+12
2003/05/02,46700000000,-5500000000,1.799E+12,1.336E+12
2003/05/06,1.14E+11,-6600000000,2.1465E+12,1.3163E+12
2003/05/07,2.26E+11,-8900000000,2.5316E+12,1.2239E+12
2003/05/09,-71700000000,-19600000000,2.255E+12,1.0159E+12
2003/05/12,19900000000,18700000000,2.9334E+12,1.5124E+12
2003/05/13,9100000000,16500000000,2.31E+12,1.5878E+12
2003/05/14,-79700000000,-18000000000,1.8352E+12,1.2885E+12
2003/05/15,-97400000000,3500000000,2.3033E+12,1.3331E+12
2003/05/16,49500000000,19000000000,2.0549E+12,1.4372E+12
2003/05/19,17300000000,-6400000000,1.6811E+12,1.0214E+12
2003/05/20,-49200000000,-37300000000,1.7391E+12,1.4688E+12
2003/05/21,-13600000000,-30300000000,1.7321E+12,1.7407E+12
2003/05/22,-31000000000,-2900000000,2.0671E+12,1.8949E+12
2003/05/23,7300000000,24200000000,1.9423E+12,1.5681E+12
2003/05/26,52400000000,30900000000,2.2279E+12,1.9557E+12
2003/05/27,-7500000000,6100000000,1.7905E+12,2.2676E+12
2003/05/28,1.216E+11,9800000000,2.8713E+12,1.9969E+12
2003/05/29,2.288E+11,4900000000,2.4257E+12,1.8554E+12
2003/05/30,1.454E+11,-2900000000,2.1949E+12,1.7289E+12
2003/06/02,1.823E+11,13000000000,2.8695E+12,1.6018E+12
2003/06/03,1.033E+11,-1.075E+11,2.349E+12,1.7602E+12
2003/06/04,16200000000,900000000,1.8912E+12,1.3942E+12
2003/06/05,1.878E+11,29500000000,2.2879E+12,1.4875E+12
2003/06/09,2.238E+11,-1600000000,1.8738E+12,1.4936E+12
2003/06/10,20200000000,6700000000,1.7576E+12,1.6384E+12
2003/06/11,1.559E+11,6300000000,2.1931E+12,1.6792E+12
2003/06/12,71900000000,36900000000,3.0162E+12,1.6346E+12
2003/06/13,2.065E+11,33800000000,2.7637E+12,1.9617E+12
2003/06/16,43400000000,4800000000,2.0465E+12,1.6946E+12
2003/06/17,2.871E+11,8100000000,3.7877E+12,1.9298E+12
2003/06/18,2.265E+11,-2600000000,2.9247E+12,1.6247E+12
2003/06/19,3.861E+11,-6100000000,3.296E+12,1.709E+12
2003/06/20,1.14E+11,16500000000,3.0248E+12,1.4926E+12
2003/06/23,-10700000000,3900000000,2.2526E+12,1.2755E+12
2003/06/24,-1.467E+11,-6800000000,1.9715E+12,1.2963E+12
2003/06/25,52000000000,2000000000,2.109E+12,1.1768E+12
2003/06/26,1.029E+11,2000000000,1.97E+12,1.1403E+12
2003/06/27,1.374E+11,21900000000,2.0997E+12,1.4277E+12
2003/06/30,-18300000000,5600000000,1.4619E+12,1.2669E+12
2003/07/01,22500000000,3400000000,1.4113E+12,1.4266E+12
2003/07/02,1.321E+11,29800000000,2.447E+12,1.4456E+12
2003/07/03,5.186E+11,71500000000,3.2389E+12,1.9384E+12
2003/07/04,14000000000,21800000000,1.887E+12,1.4553E+12
2003/07/07,69000000000,19000000000,2.4496E+12,2.1097E+12
2003/07/08,6.369E+11,40500000000,3.5139E+12,2.1382E+12
2003/07/09,1.322E+11,8400000000,2.3158E+12,1.721E+12
2003/07/10,92300000000,-4400000000,2.3144E+12,1.7457E+12
2003/07/11,97400000000,2000000000,2.0743E+12,1.6028E+12
2003/07/14,4.026E+11,12500000000,2.974E+12,1.745E+12
2003/07/15,3.202E+11,27900000000,3.1971E+12,1.7602E+12
2003/07/16,1.698E+11,11100000000,2.7143E+12,1.6463E+12
2003/07/18,-1.523E+11,-34800000000,2.3253E+12,1.4221E+12
2003/07/21,1.053E+11,34100000000,2.0056E+12,1.2842E+12
2003/07/22,64300000000,-21400000000,2.3565E+12,1.3758E+12
2003/07/23,-25600000000,-54500000000,2.161E+12,1.2664E+12
2003/07/24,75800000000,-1700000000,2.2664E+12,1.08E+12
2003/07/25,89100000000,19700000000,2.0815E+12,1.0717E+12
2003/07/28,39500000000,51400000000,2.2747E+12,1.3476E+12
2003/07/29,55700000000,14300000000,2.2877E+12,1.2082E+12
2003/07/30,-200000000,11600000000,2.0136E+12,1.149E+12
2003/07/31,-81500000000,-2800000000,1.6212E+12,1.0126E+12
2003/08/01,1.807E+11,10400000000,2.3109E+12,1.0272E+12
2003/08/04,45600000000,-9900000000,1.684E+12,9.127E+11
2003/08/05,38700000000,-3600000000,2.1347E+12,9.83E+11
2003/08/06,-28800000000,-15700000000,2.0875E+12,9.07E+11
2003/08/07,28300000000,4600000000,1.7914E+12,1.1461E+12
2003/08/08,16500000000,16900000000,1.6722E+12,1.0884E+12
2003/08/11,-31800000000,31200000000,1.6025E+12,1.0332E+12
