DATE,KOSPI지수,KOSDAQ지수
2007-10-01,"1,962.67",803.12
2007-10-02,"2,014.09",810.32
2007-10-03,"2,014.09",810.32
2007-10-04,"2,003.60",814.72
2007-10-05,"1,996.03",813.51
2007-10-08,"2,012.82",816.47
2007-10-09,"2,014.13",812.8
2007-10-10,"2,041.12",818.26
2007-10-11,"2,058.85",817.28
2007-10-12,"2,026.44",806.69
2007-10-15,"2,035.39",813.93
2007-10-16,"2,005.76",792.73
2007-10-17,"1,983.94",780.22
2007-10-18,"2,005.09",792.2
2007-10-19,"1,970.10",786.93
2007-10-22,"1,903.81",768.9
2007-10-23,"1,947.98",789
2007-10-24,"1,933.36",781.79
2007-10-25,"1,976.75",793.7
2007-10-26,"2,028.06",799.06
2007-10-29,"2,062.92",807.31
2007-10-30,"2,052.37",804.99
2007-10-31,"2,064.85",810.07
2007-11-01,"2,063.14",809.5
2007-11-02,"2,019.34",797.66
2007-11-05,"2,015.76",794.65
2007-11-06,"2,054.24",800.92
2007-11-07,"2,043.19",794.08
2007-11-08,"1,979.56",779.65
2007-11-09,"1,990.47",779.04
2007-11-12,"1,923.42",754.73
2007-11-13,"1,932.89",756.59
2007-11-14,"1,972.58",764.15
2007-11-15,"1,947.74",751.27
2007-11-16,"1,926.20",755.29
2007-11-19,"1,893.47",750.79
2007-11-20,"1,872.24",739.47
2007-11-21,"1,806.99",727.33
2007-11-22,"1,799.02",722.04
2007-11-23,"1,772.88",700.68
2007-11-26,"1,855.33",721.41
2007-11-27,"1,859.79",725.55
2007-11-28,"1,834.69",723.54
2007-11-29,"1,877.56",734.92
2007-11-30,"1,906.00",741.84
2007-12-03,"1,902.43",736.93
2007-12-04,"1,917.83",747.53
2007-12-05,"1,938.20",749.95
2007-12-06,"1,953.17",751.57
2007-12-07,"1,934.32",747.65
2007-12-10,"1,906.42",739.19
2007-12-11,"1,925.07",734.33
2007-12-12,"1,927.45",729.52
2007-12-13,"1,915.90",733.68
2007-12-14,"1,895.05",725.53
2007-12-17,"1,839.82",702.49
2007-12-18,"1,861.47",709.47
2007-12-19,"1,861.47",709.47
2007-12-20,"1,844.37",700.69
2007-12-21,"1,878.32",697.46
2007-12-24,"1,919.47",698.73
2007-12-25,"1,919.47",698.73
2007-12-26,"1,906.72",692.02
2007-12-27,"1,908.62",699.65
2007-12-28,"1,897.13",704.23
2007-12-31,"1,897.13",704.23
2008-01-01,"1,897.13",704.23
2008-01-02,"1,853.45",707.12
2008-01-03,"1,852.73",714
2008-01-04,"1,863.90",719.25
2008-01-07,"1,831.14",711.77
2008-01-08,"1,826.23",709.31
2008-01-09,"1,844.47",712.71
2008-01-10,"1,824.78",713.36
2008-01-11,"1,782.27",699.24
2008-01-14,"1,765.88",688.59
2008-01-15,"1,746.95",673.25
2008-01-16,"1,704.97",651.36
2008-01-17,"1,723.55",651.91
2008-01-18,"1,734.72",666.32
2008-01-21,"1,683.56",651.87
2008-01-22,"1,609.02",614.8
2008-01-23,"1,628.42",619.98
2008-01-24,"1,663.00",638.98
2008-01-25,"1,692.41",653.78
2008-01-28,"1,627.19",634.52
2008-01-29,"1,637.91",632.67
2008-01-30,"1,589.06",603.11
2008-01-31,"1,624.68",608.84
2008-02-01,"1,634.53",612.57
2008-02-04,"1,690.13",638.38
2008-02-05,"1,696.57",642.35
2008-02-06,"1,696.57",642.35
2008-02-07,"1,696.57",642.35
2008-02-08,"1,696.57",642.35
2008-02-11,"1,640.67",629.94
2008-02-12,"1,643.29",636.29
2008-02-13,"1,631.78",635.89
2008-02-14,"1,697.45",649.53
2008-02-15,"1,694.77",651.57
2008-02-18,"1,696.24",654.71
2008-02-19,"1,720.52",660.75
2008-02-20,"1,687.91",652.76
2008-02-21,"1,704.36",654.41
2008-02-22,"1,686.45",653.12
2008-02-25,"1,709.13",653.83
2008-02-26,"1,709.13",656.43
2008-02-27,"1,720.89",655.05
2008-02-28,"1,736.17",659.28
2008-02-29,"1,711.62",655.94
2008-03-03,"1,671.73",644.51
2008-03-04,"1,676.18",645.39
2008-03-05,"1,677.10",645.43
2008-03-06,"1,697.44",652.55
2008-03-07,"1,663.97",643.75
2008-03-10,"1,625.17",622.6
2008-03-11,"1,641.48",627.14
2008-03-12,"1,658.83",631.29
2008-03-13,"1,615.62",621.81
2008-03-14,"1,600.26",617.71
2008-03-17,"1,574.44",600.68
2008-03-18,"1,588.75",600.1
2008-03-19,"1,622.23",612.13
2008-03-20,"1,623.39",609.32
2008-03-21,"1,645.69",615.93
2008-03-24,"1,655.30",619.6
2008-03-25,"1,674.93",628.22
2008-03-26,"1,679.67",628.38
2008-03-27,"1,676.24",629.61
2008-03-28,"1,701.83",636.67
2008-03-31,"1,703.99",644.45
2008-04-01,"1,702.25",643.46
2008-04-02,"1,742.19",647.92
2008-04-03,"1,763.63",649.26
2008-04-04,"1,766.49",648.49
2008-04-07,"1,773.56",654.1
2008-04-08,"1,754.71",651.83
2008-04-09,"1,754.71",651.83
2008-04-10,"1,764.64",652.68
2008-04-11,"1,779.71",651.87
2008-04-14,"1,746.71",641.03
2008-04-15,"1,742.17",641.87
2008-04-16,"1,758.56",641.71
2008-04-17,"1,768.67",641.6
2008-04-18,"1,771.90",643.75
2008-04-21,"1,800.48",650.06
2008-04-22,"1,787.49",650.58
2008-04-23,"1,800.79",650.68
2008-04-24,"1,799.34",648.79
2008-04-25,"1,824.68",654.7
2008-04-28,"1,823.17",647.6
2008-04-29,"1,811.51",644.4
2008-04-30,"1,825.47",647.02
2008-05-01,"1,825.47",647.02
2008-05-02,"1,848.27",655.8
2008-05-05,"1,848.27",655.8
2008-05-06,"1,859.06",652.91
2008-05-07,"1,854.01",645.62
2008-05-08,"1,848.00",649.29
2008-05-09,"1,823.70",653.29
2008-05-12,"1,823.70",653.29
2008-05-13,"1,842.80",655.44
2008-05-14,"1,843.75",652.14
2008-05-15,"1,885.71",653.54
2008-05-16,"1,888.88",652.56
2008-05-19,"1,885.37",652.65
2008-05-20,"1,873.15",650.1
2008-05-21,"1,847.51",645.48
2008-05-22,"1,835.42",647.15
2008-05-23,"1,827.94",649
2008-05-26,"1,800.58",641.1
2008-05-27,"1,825.23",644.38
2008-05-28,"1,805.64",640.96
2008-05-29,"1,841.22",646.8
2008-05-30,"1,852.02",652.15
2008-06-02,"1,847.53",651.11
2008-06-03,"1,819.39",643.67
2008-06-04,"1,833.81",645.85
2008-06-05,"1,832.31",644.09
2008-06-06,"1,832.31",644.09
2008-06-09,"1,808.96",637
2008-06-10,"1,774.38",626.01
2008-06-11,"1,781.67",628.67
2008-06-12,"1,739.36",624.2
2008-06-13,"1,747.35",622.15
2008-06-16,"1,760.82",621.02
2008-06-17,"1,750.71",612.41
2008-06-18,"1,774.13",614.83
2008-06-19,"1,740.72",610.99
2008-06-20,"1,731.00",609.16
2008-06-23,"1,715.59",605.71
2008-06-24,"1,710.84",600.36
2008-06-25,"1,717.79",601.72
2008-06-26,"1,717.66",602.74
2008-06-27,"1,684.45",594.63
2008-06-30,"1,674.92",590.19
2008-07-01,"1,666.46",580.77
2008-07-02,"1,623.60",556.79
2008-07-03,"1,606.54",546.49
2008-07-04,"1,577.94",538.3
2008-07-07,"1,579.72",534.17
2008-07-08,"1,533.47",515.92
2008-07-09,"1,519.38",522.29
2008-07-10,"1,537.43",531.61
2008-07-11,"1,567.51",542.96
2008-07-14,"1,558.62",541.12
2008-07-15,"1,509.33",523.02
2008-07-16,"1,507.40",520.84
2008-07-17,"1,525.56",527.81
2008-07-18,"1,509.99",522.53
2008-07-21,"1,562.92",531.25
2008-07-22,"1,561.23",529.73
2008-07-23,"1,591.76",536.23
2008-07-24,"1,626.14",546.65
2008-07-25,"1,597.93",543.26
2008-07-28,"1,598.29",544.05
2008-07-29,"1,567.20",535.36
2008-07-30,"1,577.70",538.53
2008-07-31,"1,594.67",539.44
2008-08-01,"1,573.77",535.76
2008-08-04,"1,543.05",526.49
2008-08-05,"1,535.54",519.1
2008-08-06,"1,578.71",525.75
2008-08-07,"1,564.00",527.15
2008-08-08,"1,568.72",525.54
2008-08-11,"1,581.09",527.12
2008-08-12,"1,577.12",526.46
2008-08-13,"1,562.72",521.72
2008-08-14,"1,572.19",522.81
2008-08-15,"1,572.19",522.81
2008-08-18,"1,567.71",517.04
2008-08-19,"1,541.41",507.81
2008-08-20,"1,540.71",504.88
2008-08-21,"1,512.59",495.15
2008-08-22,"1,496.91",483.47
2008-08-25,"1,502.11",484.37
2008-08-26,"1,490.25",477.06
2008-08-27,"1,493.92",474.66
2008-08-28,"1,474.15",470.08
2008-08-29,"1,474.24",470.28
2008-09-01,"1,414.43",439.21
2008-09-02,"1,407.14",418.14
2008-09-03,"1,426.89",426.37
2008-09-04,"1,426.43",438.44
2008-09-05,"1,404.38",441.95
2008-09-08,"1,476.65",459.42
2008-09-09,"1,454.50",454.82
2008-09-10,"1,464.98",451
2008-09-11,"1,443.24",454.78
2008-09-12,"1,477.92",466.91
2008-09-15,"1,477.92",466.91
2008-09-16,"1,387.75",429.29
2008-09-17,"1,425.26",444.93
2008-09-18,"1,392.42",433.76
2008-09-19,"1,455.78",446.46
2008-09-22,"1,460.34",441.13
2008-09-23,"1,481.37",445.72
2008-09-24,"1,495.98",448.8
2008-09-25,"1,501.63",451.03
2008-09-26,"1,476.33",448.34
2008-09-29,"1,456.36",446.05
2008-09-30,"1,448.06",440.77
2008-10-01,"1,439.67",440.95
2008-10-02,"1,419.65",432.1
2008-10-03,"1,419.65",432.1
2008-10-06,"1,358.75",406.39
2008-10-07,"1,366.10",401.95
2008-10-08,"1,286.69",371.47
2008-10-09,"1,294.89",369.84
2008-10-10,"1,241.47",350.28
2008-10-13,"1,288.53",368.17
2008-10-14,"1,367.69",396.32
2008-10-15,"1,340.28",390.28
2008-10-16,"1,213.78",354.43
2008-10-17,"1,180.67",352.18
2008-10-20,"1,207.63",353.09
2008-10-21,"1,196.10",350.97
2008-10-22,"1,134.59",335.53
2008-10-23,"1,049.71",308.95
2008-10-24,938.75,276.68
2008-10-27,946.45,261.19
2008-10-28,999.16,272.43
2008-10-29,968.97,265.59
2008-10-30,"1,084.72",296.05
2008-10-31,"1,113.06",308.03
2008-11-03,"1,129.08",325.56
2008-11-04,"1,153.35",335.49
2008-11-05,"1,181.50",340.85
2008-11-06,"1,092.22",311.96
2008-11-07,"1,134.49",325.54
2008-11-10,"1,152.46",332.17
2008-11-11,"1,128.73",325.74
2008-11-12,"1,123.86",323.24
2008-11-13,"1,088.44",311.55
2008-11-14,"1,088.26",317.45
2008-11-17,"1,078.32",314.98
2008-11-18,"1,036.16",305.26
2008-11-19,"1,016.82",297.41
2008-11-20,948.69,273.06
2008-11-21,"1,003.73",290.12
2008-11-24,970.14,284.5
2008-11-25,983.32,287.39
2008-11-26,"1,029.78",295.51
2008-11-27,"1,063.48",304.36
2008-11-28,"1,076.07",307.48
2008-12-01,"1,058.62",308.2
2008-12-02,"1,023.20",299.58
2008-12-03,"1,022.67",301.44
2008-12-04,"1,006.54",298.92
2008-12-05,"1,028.13",302.16
2008-12-08,"1,105.05",316.71
2008-12-09,"1,105.84",318.25
2008-12-10,"1,145.87",324.15
2008-12-11,"1,154.43",328.49
2008-12-12,"1,103.82",320.07
2008-12-15,"1,158.19",335.15
2008-12-16,"1,161.56",337.85
2008-12-17,"1,169.75",338.83
2008-12-18,"1,175.91",340.3
2008-12-19,"1,180.97",342.45
2008-12-22,"1,179.61",346.04
2008-12-23,"1,144.31",338.76
2008-12-24,"1,128.51",333.73
2008-12-25,"1,128.51",333.73
2008-12-26,"1,117.86",332.26
2008-12-29,"1,117.59",329.18
2008-12-30,"1,124.47",332.05
2008-12-31,"1,124.47",332.05
2009-01-01,"1,124.47",332.05
2009-01-02,"1,157.40",339.76
2009-01-05,"1,173.57",342.77
2009-01-06,"1,194.28",348.41
2009-01-07,"1,228.17",356.13
2009-01-08,"1,205.70",356.52
2009-01-09,"1,180.96",358.48
2009-01-12,"1,156.75",351.35
2009-01-13,"1,167.71",355.13
2009-01-14,"1,182.68",364.63
2009-01-15,"1,111.34",343.35
2009-01-16,"1,135.20",354.6
2009-01-19,"1,150.65",363.13
2009-01-20,"1,126.81",358.19
2009-01-21,"1,103.61",352.43
2009-01-22,"1,116.23",358.58
2009-01-23,"1,093.40",352.83
2009-01-26,"1,093.40",352.83
2009-01-27,"1,093.40",352.83
2009-01-28,"1,157.98",361.68
2009-01-29,"1,166.56",363.98
2009-01-30,"1,162.11",364.9
2009-02-02,"1,146.95",365.77
2009-02-03,"1,163.20",372.28
2009-02-04,"1,195.37",378.88
2009-02-05,"1,177.88",373.49
2009-02-06,"1,210.26",378.79
2009-02-09,"1,202.69",376.83
2009-02-10,"1,198.87",380.26
2009-02-11,"1,190.18",383.41
2009-02-12,"1,179.84",385.92
2009-02-13,"1,192.44",395.69
2009-02-16,"1,175.47",402.87
2009-02-17,"1,127.19",383.17
2009-02-18,"1,113.19",390.07
2009-02-19,"1,107.10",384.67
2009-02-20,"1,065.95",367.14
2009-02-23,"1,099.55",375.57
2009-02-24,"1,063.88",370.11
2009-02-25,"1,067.08",362.08
2009-02-26,"1,054.79",358.65
2009-02-27,"1,063.03",363.21
2009-03-02,"1,018.81",349.71
2009-03-03,"1,025.57",347.76
2009-03-04,"1,059.26",359.9
2009-03-05,"1,058.18",362.16
2009-03-06,"1,055.03",365.18
2009-03-09,"1,071.73",378.73
2009-03-10,"1,092.20",377.92
2009-03-11,"1,127.51",385.69
2009-03-12,"1,128.39",386.59
2009-03-13,"1,126.03",389.27
2009-03-16,"1,125.46",387.77
2009-03-17,"1,163.88",394.66
2009-03-18,"1,169.95",398.6
2009-03-19,"1,161.81",393.94
2009-03-20,"1,170.94",400.71
2009-03-23,"1,199.50",409.23
2009-03-24,"1,221.70",412.39
2009-03-25,"1,229.02",419.29
2009-03-26,"1,243.80",427.27
2009-03-27,"1,237.51",421.24
2009-03-30,"1,197.46",412.01
2009-03-31,"1,206.26",421.44
2009-04-01,"1,233.36",430.97
2009-04-02,"1,276.97",439.84
2009-04-03,"1,283.75",439.16
2009-04-06,"1,297.85",447.94
2009-04-07,"1,300.10",458.57
2009-04-08,"1,262.07",460.83
2009-04-09,"1,316.35",481.45
2009-04-10,"1,336.04",493.26
2009-04-13,"1,338.26",507.23
2009-04-14,"1,342.63",508.68
2009-04-15,"1,333.09",502.2
2009-04-16,"1,336.72",497.52
2009-04-17,"1,329.00",483.8
2009-04-20,"1,336.39",491.94
2009-04-21,"1,336.81",497.19
2009-04-22,"1,356.02",509.9
2009-04-23,"1,368.80",514.09
2009-04-24,"1,354.10",507.5
2009-04-27,"1,339.83",505.97
2009-04-28,"1,300.24",479.37
2009-04-29,"1,338.42",494.47
2009-04-30,"1,369.36",500.98
2009-05-01,"1,369.36",500.98
2009-05-04,"1,397.92",507.01
2009-05-05,"1,397.92",507.01
2009-05-06,"1,393.45",510.02
2009-05-07,"1,401.08",513.95
2009-05-08,"1,412.13",517.83
2009-05-11,"1,415.16",523.91
2009-05-12,"1,403.51",526.18
2009-05-13,"1,414.52",535.95
2009-05-14,"1,380.95",536.78
2009-05-15,"1,391.73",543.54
2009-05-18,"1,386.68",545.01
2009-05-19,"1,428.21",553.77
2009-05-20,"1,435.70",562.57
2009-05-21,"1,421.65",559.15
2009-05-22,"1,403.75",554.09
2009-05-25,"1,400.90",542.08
2009-05-26,"1,372.04",536.54
2009-05-27,"1,362.02",524.33
2009-05-28,"1,392.17",521.11
2009-05-29,"1,395.89",528.8
2009-06-01,"1,415.10",539.56
2009-06-02,"1,412.85",538.69
2009-06-03,"1,414.89",541.25
2009-06-04,"1,378.14",528
2009-06-05,"1,394.71",529.11
2009-06-08,"1,393.30",529.11
2009-06-09,"1,371.84",517.96
2009-06-10,"1,414.88",520.36
2009-06-11,"1,419.39",520.6
2009-06-12,"1,428.59",524.26
2009-06-15,"1,412.42",519.63
2009-06-16,"1,399.15",520.93
2009-06-17,"1,391.17",517.37
2009-06-18,"1,375.76",513.22
2009-06-19,"1,383.34",510.27
2009-06-22,"1,399.71",513.13
2009-06-23,"1,360.54",498.03
2009-06-24,"1,363.79",495
2009-06-25,"1,392.73",504.03
2009-06-26,"1,394.53",503.34
2009-06-29,"1,388.45",491.64
2009-06-30,"1,390.07",485.15
2009-07-01,"1,411.66",491.17
2009-07-02,"1,411.48",496
2009-07-03,"1,420.04",501.82
2009-07-06,"1,428.94",505.42
2009-07-07,"1,434.20",508.76
2009-07-08,"1,431.02",505.69
2009-07-09,"1,430.89",502.8
2009-07-10,"1,428.62",495.27
2009-07-13,"1,378.12",476.05
2009-07-14,"1,385.56",476.25
2009-07-15,"1,420.86",486.67
2009-07-16,"1,432.22",482.28
2009-07-17,"1,440.10",485.87
2009-07-20,"1,478.51",493.62
2009-07-21,"1,488.99",495.91
2009-07-22,"1,494.04",497.77
2009-07-23,"1,496.49",497.89
2009-07-24,"1,502.59",500.02
2009-07-27,"1,524.05",504.65
2009-07-28,"1,526.03",504.16
2009-07-29,"1,524.32",501.57
2009-07-30,"1,534.74",502.9
2009-07-31,"1,557.29",504.35
2009-08-03,"1,564.98",510.56
2009-08-04,"1,566.37",508.72
2009-08-05,"1,559.47",508.99
2009-08-06,"1,565.04",509.26
2009-08-07,"1,576.00",512.7
2009-08-10,"1,576.11",516.7
2009-08-11,"1,579.21",519.52
2009-08-12,"1,565.35",522.62
2009-08-13,"1,564.64",531.71
2009-08-14,"1,591.41",531.12
2009-08-17,"1,547.06",517.83
2009-08-18,"1,550.24",511.53
2009-08-19,"1,545.96",510.2
2009-08-20,"1,576.39",516.77
2009-08-21,"1,580.98",512.14
2009-08-24,"1,612.22",511.36
2009-08-25,"1,601.38",510.69
2009-08-26,"1,614.12",516.96
2009-08-27,"1,599.33",513.6
2009-08-28,"1,607.94",520.19
2009-08-31,"1,591.85",514.7
2009-09-01,"1,623.06",516.27
2009-09-02,"1,613.16",517.73
2009-09-03,"1,613.53",516.95
2009-09-04,"1,608.90",518.82
2009-09-07,"1,608.57",525.61
2009-09-08,"1,619.69",526.85
2009-09-09,"1,607.77",520.2
2009-09-10,"1,644.68",525.01
2009-09-11,"1,651.70",528.26
2009-09-14,"1,634.91",526.88
2009-09-15,"1,653.40",531.58
2009-09-16,"1,683.33",531.56
2009-09-17,"1,695.47",528.13
2009-09-18,"1,699.71",531.53
2009-09-21,"1,695.50",533.1
2009-09-22,"1,718.88",536.97
2009-09-23,"1,711.47",528.98
2009-09-24,"1,693.88",518.77
2009-09-25,"1,691.48",516.52
2009-09-28,"1,675.55",511.61
2009-09-29,"1,690.05",512.2
2009-09-30,"1,673.14",505.94
2009-10-01,"1,644.63",502.55
2009-10-02,"1,644.63",502.55
2009-10-05,"1,606.90",497.83
2009-10-06,"1,598.44",494.42
2009-10-07,"1,598.00",491.37
2009-10-08,"1,615.46",496.96
2009-10-09,"1,646.79",506.29
2009-10-12,"1,639.81",510.21
2009-10-13,"1,628.93",508.37
2009-10-14,"1,649.09",512.04
2009-10-15,"1,658.99",510.46
2009-10-16,"1,640.36",508.26
2009-10-19,"1,649.07",508.95
2009-10-20,"1,659.15",509.76
2009-10-21,"1,653.86",508.62
2009-10-22,"1,630.33",503.78
2009-10-23,"1,640.17",503.91
2009-10-26,"1,657.11",504.77
2009-10-27,"1,649.53",502.3
2009-10-28,"1,609.71",488.82
2009-10-29,"1,585.85",482.34
2009-10-30,"1,580.69",486.46
2009-11-02,"1,559.09",479.25
2009-11-03,"1,549.92",478.76
2009-11-04,"1,579.93",483.87
2009-11-05,"1,552.24",479.46
2009-11-06,"1,572.46",482.7
2009-11-09,"1,576.79",484.45
2009-11-10,"1,582.30",482.94
2009-11-11,"1,594.82",485.62
2009-11-12,"1,572.73",484.63
2009-11-13,"1,571.99",481.57
2009-11-16,"1,592.47",475.74
2009-11-17,"1,585.98",471.95
2009-11-18,"1,603.97",472.54
2009-11-19,"1,620.54",475.77
2009-11-20,"1,620.60",479.43
2009-11-23,"1,619.05",479.8
2009-11-24,"1,606.42",475.39
2009-11-25,"1,611.88",476.56
2009-11-26,"1,599.52",473.82
2009-11-27,"1,524.50",451.67
2009-11-30,"1,555.60",464.32
2009-12-01,"1,569.72",469.04
2009-12-02,"1,591.63",475.97
2009-12-03,"1,615.00",480.52
2009-12-04,"1,624.76",483.63
2009-12-07,"1,632.65",487.04
2009-12-08,"1,627.78",485.94
2009-12-09,"1,634.17",486.78
2009-12-10,"1,652.73",489.45
2009-12-11,"1,656.90",495.21
2009-12-14,"1,664.77",501.85
2009-12-15,"1,665.85",503.31
2009-12-16,"1,664.24",507.01
2009-12-17,"1,647.84",510.1
2009-12-18,"1,647.04",513.78
2009-12-21,"1,644.23",518.09
2009-12-22,"1,655.54",512.78
2009-12-23,"1,661.35",508.44
2009-12-24,"1,682.34",511.19
2009-12-25,"1,682.34",511.19
2009-12-28,"1,685.59",506.07
2009-12-29,"1,672.48",505.61
2009-12-30,"1,682.77",513.57
2009-12-31,"1,682.77",513.57
2010-01-01,"1,682.77",513.57
2010-01-04,"1,696.14",528.09
2010-01-05,"1,690.62",533.09
2010-01-06,"1,705.32",539.12
2010-01-07,"1,683.45",535.52
2010-01-08,"1,695.26",538.96
2010-01-11,"1,694.12",540.4
2010-01-12,"1,698.64",538.11
2010-01-13,"1,671.41",534.46
2010-01-14,"1,685.77",542.33
2010-01-15,"1,701.80",549.97
2010-01-18,"1,711.78",553.1
2010-01-19,"1,710.22",549.14
2010-01-20,"1,714.38",544.12
2010-01-21,"1,722.01",549.03
2010-01-22,"1,684.35",546.66
2010-01-25,"1,670.20",534.22
2010-01-26,"1,637.34",522.07
2010-01-27,"1,625.48",516.43
2010-01-28,"1,642.43",517.4
2010-01-29,"1,602.43",496.57
2010-02-01,"1,606.44",502
2010-02-02,"1,595.81",504.69
2010-02-03,"1,615.02",515.32
2010-02-04,"1,616.42",516.23
2010-02-05,"1,567.12",497.37
2010-02-08,"1,552.79",487.41
2010-02-09,"1,570.49",491.2
2010-02-10,"1,570.12",491.28
2010-02-11,"1,597.81",498.01
2010-02-12,"1,593.66",503.88
2010-02-15,"1,593.66",503.88
2010-02-16,"1,601.05",508.95
2010-02-17,"1,627.43",515.16
2010-02-18,"1,621.19",513.33
2010-02-19,"1,593.90",504.39
2010-02-22,"1,627.10",512.25
2010-02-23,"1,628.90",513.9
2010-02-24,"1,612.83",514.04
2010-02-25,"1,587.51",504.63
2010-02-26,"1,594.58",507.03
2010-03-01,"1,594.58",507.03
2010-03-02,"1,615.12",507.96
2010-03-03,"1,622.44",509.63
2010-03-04,"1,618.20",507.59
2010-03-05,"1,634.57",511.28
2010-03-08,"1,660.04",517.63
2010-03-09,"1,660.83",518.12
2010-03-10,"1,662.24",518.67
2010-03-11,"1,656.62",517.57
2010-03-12,"1,662.74",519.44
2010-03-15,"1,649.50",517.75
2010-03-16,"1,648.01",520.88
2010-03-17,"1,682.86",522.98
2010-03-18,"1,675.17",524.31
2010-03-19,"1,686.11",527.58
2010-03-22,"1,672.67",527.07
2010-03-23,"1,681.82",526.42
2010-03-24,"1,681.01",519.8
2010-03-25,"1,688.39",520.24
2010-03-26,"1,697.72",524.66
2010-03-29,"1,691.99",518.06
2010-03-30,"1,700.19",518.05
2010-03-31,"1,692.85",515.74
2010-04-01,"1,719.17",519.19
2010-04-02,"1,723.49",514.95
2010-04-05,"1,724.99",505.13
2010-04-06,"1,726.09",506.39
2010-04-07,"1,726.60",510.9
2010-04-08,"1,733.78",513.29
2010-04-09,"1,724.47",512.15
2010-04-12,"1,710.30",507.67
2010-04-13,"1,710.59",506.53
2010-04-14,"1,735.33",509.69
2010-04-15,"1,743.91",508.61
2010-04-16,"1,734.49",508.42
2010-04-19,"1,705.30",502.7
2010-04-20,"1,718.03",510.5
2010-04-21,"1,747.58",515.99
2010-04-22,"1,739.52",516.47
2010-04-23,"1,737.03",516.51
2010-04-26,"1,752.20",517.68
2010-04-27,"1,749.55",519.24
2010-04-28,"1,733.91",517.85
2010-04-29,"1,728.42",519.21
2010-04-30,"1,741.56",523.75
2010-05-03,"1,721.21",519.78
2010-05-04,"1,718.75",518.99
2010-05-05,"1,718.75",518.99
2010-05-06,"1,684.71",509.23
2010-05-07,"1,647.50",499.71
2010-05-10,"1,677.63",512.16
2010-05-11,"1,670.24",512.22
2010-05-12,"1,663.03",512.13
2010-05-13,"1,694.58",522.54
2010-05-14,"1,695.63",524.98
2010-05-17,"1,651.51",510.25
2010-05-18,"1,643.24",504.52
2010-05-19,"1,630.08",500.45
2010-05-20,"1,600.18",481.06
2010-05-21,"1,600.18",481.06
2010-05-24,"1,604.93",476.33
2010-05-25,"1,560.83",449.96
2010-05-26,"1,582.12",463
2010-05-27,"1,607.50",473.32
2010-05-28,"1,622.78",479.03
2010-05-31,"1,641.25",489.42
2010-06-01,"1,630.40",488.79
2010-06-02,"1,630.40",488.79
2010-06-03,"1,661.84",495.74
2010-06-04,"1,664.13",493.71
2010-06-07,"1,637.97",483.12
2010-06-08,"1,651.48",490.34
2010-06-09,"1,647.22",487
2010-06-10,"1,651.70",491.63
2010-06-11,"1,675.34",491.25
2010-06-14,"1,690.60",492.7
2010-06-15,"1,690.03",495.08
2010-06-16,"1,705.33",495.96
2010-06-17,"1,707.92",495.18
2010-06-18,"1,711.95",495.23
2010-06-21,"1,739.68",498.36
2010-06-22,"1,731.48",496.65
2010-06-23,"1,725.82",494.95
2010-06-24,"1,739.87",499.14
2010-06-25,"1,729.84",498.12
2010-06-28,"1,732.03",498.75
2010-06-29,"1,707.76",487.54
2010-06-30,"1,698.29",489.98
2010-07-01,"1,686.24",489.59
2010-07-02,"1,671.82",485.69
2010-07-05,"1,675.37",486.15
2010-07-06,"1,684.94",487.41
2010-07-07,"1,675.65",486.41
2010-07-08,"1,698.64",488.96
2010-07-09,"1,723.01",492.15
2010-07-12,"1,734.05",496.7
2010-07-13,"1,735.08",497.79
2010-07-14,"1,758.01",499.97
2010-07-15,"1,751.29",501.73
2010-07-16,"1,738.45",498.88
2010-07-19,"1,731.95",498.49
2010-07-20,"1,736.77",499.72
2010-07-21,"1,748.78",496.73
2010-07-22,"1,735.53",484.72
2010-07-23,"1,758.06",483.69
2010-07-26,"1,769.07",488.14
2010-07-27,"1,768.31",487.74
2010-07-28,"1,773.47",486.75
2010-07-29,"1,770.88",482.56
2010-07-30,"1,759.33",481.45
2010-08-02,"1,782.27",481.98
2010-08-03,"1,790.60",481.94
2010-08-04,"1,789.26",479.59
2010-08-05,"1,783.86",476.47
2010-08-06,"1,783.83",478.47
2010-08-09,"1,790.17",483.87
2010-08-10,"1,781.13",482.16
2010-08-11,"1,758.19",475.14
2010-08-12,"1,721.75",470.98
2010-08-13,"1,746.24",477.17
2010-08-16,"1,743.31",476.08
2010-08-17,"1,755.03",477.65
2010-08-18,"1,761.99",478.33
2010-08-19,"1,779.64",480.77
2010-08-20,"1,775.54",480.38
2010-08-23,"1,767.71",477.14
2010-08-24,"1,760.53",474.97
2010-08-25,"1,734.79",467.81
2010-08-26,"1,729.76",464.53
2010-08-27,"1,729.56",461.52
2010-08-30,"1,760.13",466.09
2010-08-31,"1,742.75",464.71
2010-09-01,"1,764.69",469.75
2010-09-02,"1,775.73",473
2010-09-03,"1,780.02",478.3
2010-09-06,"1,792.42",482.82
2010-09-07,"1,787.74",480.2
2010-09-08,"1,779.22",478.6
2010-09-09,"1,784.36",481.86
2010-09-10,"1,802.58",484.48
2010-09-13,"1,818.86",483.49
2010-09-14,"1,815.25",481.79
2010-09-15,"1,823.88",481.28
2010-09-16,"1,811.85",480.62
2010-09-17,"1,827.35",483.25
2010-09-20,"1,832.63",483.83
2010-09-21,"1,832.63",483.83
2010-09-22,"1,832.63",483.83
2010-09-23,"1,832.63",483.83
